Gene	CG_sites	mCG_sites	CG_reads	mCG_reads	CG_methylation_level	CHG_sites	mCHG_sites	CHG_reads	mCHG_reads	CHG_methylation_level	CHH_sites	mCHH_sites	CHH_reads	mCHH_reads	CHH_methylation_level	C_sites	mC_sites	C_reads	mC_reads	C_methylation_level
GSVIVG01000425001	94	20	387	69	0.178294573643	244	0	991	2	0.00201816347124	760	0	3046	4	0.00131319763624	1098	20	4424	75	0.0169529837251
GSVIVG01000426001	27	0	79	3	0.0379746835443	71	2	158	6	0.0379746835443	228	0	600	0	0.0	326	2	837	9	0.010752688172
GSVIVG01000427001	2	0	3	0	0.0	8	0	11	0	0.0	33	0	38	0	0.0	43	0	52	0	0.0
GSVIVG01000428001	52	4	233	17	0.0729613733906	102	0	532	1	0.00187969924812	333	0	1725	2	0.00115942028986	487	4	2490	20	0.00803212851406
GSVIVG01000429001	1	0	1	1	1.0	12	0	29	0	0.0	27	0	54	0	0.0	40	0	84	1	0.0119047619048
GSVIVG01000432001	14	0	25	0	0.0	36	0	75	0	0.0	98	0	175	0	0.0	148	0	275	0	0.0
GSVIVG01000437001	56	30	282	148	0.524822695035	136	39	625	147	0.2352	459	2	1802	28	0.015538290788	651	71	2709	323	0.119232189
GSVIVG01000438001	76	11	385	44	0.114285714286	163	9	831	35	0.0421179302046	582	2	3067	18	0.00586892729051	821	22	4283	97	0.022647676862
GSVIVG01000440001	150	0	726	3	0.00413223140496	94	0	414	0	0.0	206	0	866	1	0.00115473441109	450	0	2006	4	0.00199401794616
GSVIVG01000441001	26	6	203	47	0.231527093596	49	0	433	0	0.0	180	0	1393	3	0.0021536252692	255	6	2029	50	0.0246426811237
GSVIVG01000442001	73	60	422	390	0.924170616114	183	1	1144	8	0.00699300699301	614	1	3582	15	0.00418760469012	870	62	5148	413	0.0802253302253
GSVIVG01000443001	28	0	96	0	0.0	33	0	126	0	0.0	90	0	347	0	0.0	151	0	569	0	0.0
GSVIVG01000444001	67	3	374	8	0.0213903743316	88	0	508	1	0.00196850393701	403	0	2381	5	0.00209995800084	558	3	3263	14	0.00429053018694
GSVIVG01000445001	67	10	450	46	0.102222222222	182	0	1116	5	0.00448028673835	588	1	3396	4	0.00117785630153	837	11	4962	55	0.0110842402257
GSVIVG01000446001	16	14	124	101	0.814516129032	58	0	442	0	0.0	190	0	1605	8	0.00498442367601	264	14	2171	109	0.0502072777522
GSVIVG01000448001	101	0	232	1	0.00431034482759	78	0	207	0	0.0	170	0	437	3	0.00686498855835	349	0	876	4	0.00456621004566
GSVIVG01000449001	24	0	182	0	0.0	72	0	558	0	0.0	249	1	1691	5	0.00295683027794	345	1	2431	5	0.00205676676265
GSVIVG01000450001	40	0	238	0	0.0	79	0	473	1	0.00211416490486	220	0	1309	2	0.00152788388083	339	0	2020	3	0.00148514851485
GSVIVG01000451001	80	0	446	1	0.00224215246637	73	0	450	0	0.0	269	0	1456	2	0.00137362637363	422	0	2352	3	0.00127551020408
GSVIVG01000452001	4	0	34	0	0.0	8	0	68	1	0.0147058823529	46	0	411	0	0.0	58	0	513	1	0.00194931773879
GSVIVG01000453001	14	10	81	35	0.432098765432	48	0	293	1	0.00341296928328	187	1	1069	5	0.00467726847521	249	11	1443	41	0.028413028413
GSVIVG01000454001	31	10	83	58	0.698795180723	32	8	78	46	0.589743589744	112	0	280	6	0.0214285714286	175	18	441	110	0.249433106576
GSVIVG01000457001	35	32	296	217	0.733108108108	100	1	735	5	0.00680272108844	396	0	3100	12	0.00387096774194	531	33	4131	234	0.0566448801743
GSVIVG01000458001	135	0	350	2	0.00571428571429	112	0	260	2	0.00769230769231	223	0	597	2	0.00335008375209	470	0	1207	6	0.0049710024855
GSVIVG01000459001	27	0	193	1	0.00518134715026	17	0	82	0	0.0	139	0	632	0	0.0	183	0	907	1	0.00110253583241
GSVIVG01000460001	48	0	372	2	0.00537634408602	81	0	593	0	0.0	309	0	2054	6	0.00292112950341	438	0	3019	8	0.00264988406757
GSVIVG01000461001	73	0	444	3	0.00675675675676	74	0	445	1	0.00224719101124	405	0	2295	5	0.00217864923747	552	0	3184	9	0.00282663316583
GSVIVG01000464001	16	0	106	0	0.0	21	0	131	0	0.0	160	0	1003	1	0.000997008973081	197	0	1240	1	0.000806451612903
GSVIVG01000465001	23	0	27	21	0.777777777778	14	0	16	11	0.6875	38	0	39	0	0.0	75	0	82	32	0.390243902439
GSVIVG01000467001	9	6	50	41	0.82	6	3	29	15	0.51724137931	45	0	154	5	0.0324675324675	60	9	233	61	0.261802575107
GSVIVG01000468001	58	2	240	10	0.0416666666667	53	0	166	0	0.0	389	0	1149	6	0.00522193211488	500	2	1555	16	0.0102893890675
GSVIVG01000469001	37	29	283	135	0.47703180212	50	40	358	170	0.474860335196	403	5	2392	37	0.0154682274247	490	74	3033	342	0.112759643917
GSVIVG01000470001	9	8	64	62	0.96875	16	16	111	85	0.765765765766	185	12	1336	53	0.0396706586826	210	36	1511	200	0.132362673726
GSVIVG01000472001	66	0	512	2	0.00390625	67	0	572	0	0.0	447	0	3517	12	0.00341199886267	580	0	4601	14	0.00304281677896
GSVIVG01000477001	67	0	271	1	0.00369003690037	95	0	422	2	0.00473933649289	283	0	1384	4	0.0028901734104	445	0	2077	7	0.00337024554646
GSVIVG01000481001	23	18	198	158	0.79797979798	83	0	724	2	0.00276243093923	231	2	1895	24	0.0126649076517	337	20	2817	184	0.06531771388
GSVIVG01000482001	32	7	241	60	0.248962655602	60	0	474	3	0.00632911392405	145	0	1194	2	0.00167504187605	237	7	1909	65	0.03404924044
GSVIVG01000483001	0	0	0	0	nan	5	3	26	13	0.5	24	2	169	5	0.0295857988166	29	5	195	18	0.0923076923077
GSVIVG01000485001	24	10	183	54	0.295081967213	33	0	216	0	0.0	181	0	1255	5	0.00398406374502	238	10	1654	59	0.0356711003628
GSVIVG01000491001	26	9	78	38	0.487179487179	42	0	119	0	0.0	195	1	534	8	0.0149812734082	263	10	731	46	0.06292749658
GSVIVG01000492001	8	8	141	140	0.992907801418	6	4	90	19	0.211111111111	67	3	859	16	0.0186263096624	81	15	1090	175	0.160550458716
GSVIVG01000493001	21	11	78	55	0.705128205128	33	0	124	2	0.0161290322581	228	0	934	3	0.00321199143469	282	11	1136	60	0.0528169014085
